Country name,indicator_code,sdg,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Jordan,8.5.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,452,458,0,0,0,0,0
Jordan,8.5.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,570,586,0,0,0,0,0
Jordan,8.5.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,518,534,0,0,0,0,0
Jordan,8.5.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,601,618,0,0,0,0,0
Jordan,8.5.2,8,0,0,0,0,0,0,12.8,14.4,14.4,11.6,13.7,14.7,15.3,14.5,12.5,14.8,14,13.1,12.7,12.9,12.5,12.9,12.2,12.6,11.9,13,15.3,18.3,18.6,0,0,0
Jordan,8.5.2,8,0,0,0,0,0,0,21.9,28.5,26.1,21.6,21,20.6,21.9,20.8,16.5,25.9,25,25.6,24.4,24.1,21.7,21.2,19.9,22.2,20.7,22.5,24.1,31.2,26.8,0,0,0
Jordan,8.5.2,8,0,0,0,0,0,0,11.3,11.7,12.1,9.8,12.3,13.7,14,13.4,11.8,12.8,11.9,10.3,10.1,10.3,10.4,11,10.4,10.6,10.1,11,13.3,14.7,16.5,0,0,0
Jordan,8.8.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18383,16606,16994,16128,16589,15822,15387,13422,13530,13049,0,0,0,0
Jordan,9.1.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52E+09,0,0,0,0
Jordan,9.1.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E+10,0,0,0,0
Jordan,9.1.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53E+09,0,0,0,0
Jordan,9.1.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33E+10,0,0,0,0
Jordan,9.2.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9.7,10.9,9.6,0,0,0
Jordan,9.3.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,0,0,0,0,0,0,0,0
Jordan,9.4.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.671,22.344,24.001,23.785,23.863,0,0,0,0,0
Jordan,9.4.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.31,0.32,0.31,0.31,0,0,0,0,0
Jordan,9.4.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.41,0.5,0.38,0.55,0,0,0,0,0
Jordan,9.5.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,599,601,0,0,0,0
Jordan,9.c.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,0,0,0,0
Jordan,9.c.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,99,99,99,99,0,0,0,0
Jordan,9.c.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,87,99,0,0,0,0
Jordan,11.1.1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,0,0,0,19.6,0,0,0,12.9,0,21.1,0,0,0,0,0
Jordan,11.6.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1,0,0,0,0,0
Jordan,11.6.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,0,0,0,0,0
Jordan,12.4.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
Jordan,12.4.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.31,0,0,0,0,0,0
Jordan,12.4.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0
Jordan,12.4.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0
Jordan,12.c.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.88376,0,0,0,0,0,0
Jordan,12.c.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21211,0,0,0,0,0,0
Jordan,12.c.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47687,0,0,0,0,0,0
Jordan,16.5.2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,3.06,4.18,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,8.65,9.58,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.55,19.53,19.71,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58,8.78,9.68,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,3.76,4.1,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14,9.49,10.39,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,3.93,3.68,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31,16,14.54,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,4.35,3.58,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0,0,0,0
Jordan,17.10.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,2.27,2.2,0,0,0,0
Jordan,17.13.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26925,27830,28448.5,29984,0,0,0
Jordan,17.6.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.29,0.17,0,0,0,0
Jordan,17.6.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,1.27,0.48,0,0,0,0
Jordan,17.6.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.62,2.79,0,0,0,0
Jordan,17.6.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3.18,3.44,0,0,0,0
Jordan,17.8.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,60.11,62.3,66.79,0,0,0,0
Kuwait,1.3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0
Kuwait,1.3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0
Kuwait,1.3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9771,0,0,0,0,0,0,0,0,0,0,0
Kuwait,1.3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6740,0,0,0,0,0,0,0,0,0,0,0
Kuwait,1.3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19720,0,0,0,0,0,0,0,0,0,0,0
Kuwait,1.3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8009,0,0,0,0,0,0,0,0,0,0,0
Kuwait,1.3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4020,0,0,0,0,0,0,0,0,0,0,0
Kuwait,1.5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0,0,0
Kuwait,1.5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kuwait,1.a.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9,23.8,24.6,24.4,23.4,0,0,0,0,0
Kuwait,1.a.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,11.3,12.3,13.3,14.6,0,0,0,0,0
Kuwait,1.a.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.1,3.3,3.2,3.1,0,0,0,0,0
Kuwait,2.2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Kuwait,2.2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Kuwait,2.2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Kuwait,2.2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Kuwait,2.2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
Kuwait,2.2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
Kuwait,2.2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
Kuwait,2.2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
Kuwait,2.4.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.3,96,95.3,95.3,0,0,0,0,0
Kuwait,2.c.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.4,141.9,146,150.9,153.8,0,0,0,0,0
Kuwait,3.1.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,6.7,11.4,8.4,3.4,0,0,0,0,0
Kuwait,3.1.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,9,0.111111,0.111111,0.111111,0,0,0,0,0
Kuwait,3.1.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,3.8,26.3,19.5,7.9,0,0,0,0,0
Kuwait,3.1.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0
Kuwait,3.2.1,3,0,0,0,0,0,0,0,0,0,0,0,250,268,233,259,250,264,274,275,340,283,248,233,239,242,229,246,213,209,256,0,0
Kuwait,3.2.1,3,0,0,0,0,0,0,0,0,0,0,0,170,150,179,163,170,192,175,219,266,213,236,226,214,214,227,202,200,208,162,0,0
Kuwait,3.2.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,9.4,8.8,8.2,8,8.8,7.96,7.85,9.06,7.6,0,0
Kuwait,3.2.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,7.5,6.9,7.2,7,6.8,7.36,6.32,6.3,7.93,0,0
Kuwait,3.2.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,7.6,7.44,7.7,7.62,6.98,7.43,7.8,0,0
Kuwait,3.2.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.2,6.68,6,6,4.55,7.31,7.19,0,0
Kuwait,3.2.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,8.1,8.16,7.6,8.63,8.02,7.69,8.64,0,0
Kuwait,3.2.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9.2,8.8,9,9.3,0,0,0,0,0
Kuwait,3.2.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,8.8,8.3,8,8.9,0,0,0,0,0
Kuwait,3.2.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9.6,9.6,10.2,9.8,0,0,0,0,0
Kuwait,3.2.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,4.8,5.1,4.8,4.6,0,0,0,0,0
Kuwait,3.2.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,4.6,4.9,4.6,4.8,0,0,0,0,0
Kuwait,3.2.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,5.1,5.4,5.2,4.3,0,0,0,0,0
Kuwait,3.3.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.02,0.111111,0,0,0,0,0
Kuwait,3.3.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0,0,0
Kuwait,3.3.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0,0,0
Kuwait,3.3.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0,0,0
Kuwait,3.3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,56.3,58.8,60.6,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,19.8,20.5,19,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.1,3.2,9.3,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.7,0.7,0.7,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.8,79.7,84.2,87.8,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37.8,38.9,35.6,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,7.1,7.7,22.3,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.7,1.1,1.1,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7,45.7,47.4,48.6,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,11.6,12.2,11.8,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.4,1.2,3.6,0,0,0,0,0
Kuwait,3.4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.5,0.6,0,0,0,0,0
Kuwait,3.4.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.4,0.4,0,0,0,0,0
Kuwait,3.4.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.5,0.4,0,0,0,0,0
Kuwait,3.4.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.3,0.4,0,0,0,0,0
Kuwait,3.6.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,11.9,12.5,21.9,10.7,0,0,0,0,0
Kuwait,3.6.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,18.5,18.7,24.4,16.5,0,0,0,0,0
Kuwait,3.6.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,8.9,9.6,20.8,8.1,0,0,0,0,0
Kuwait,3.7.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.05,0.03,0.02,0,0,0,0,0
Kuwait,3.7.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0.04,0.03,0,0,0,0,0
Kuwait,3.7.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.02,0.02,0.02,0,0,0,0,0
Kuwait,3.7.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,6.04,5.53,3.97,0,0,0,0,0
Kuwait,3.7.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52,9.09,9.52,9.14,0,0,0,0,0
Kuwait,3.7.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,7.23,7.09,5.97,0,0,0,0,0
Kuwait,3.8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0
Kuwait,3.8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0
Kuwait,3.8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0
Kuwait,3.8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0
Kuwait,3.8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0
Kuwait,3.8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0
Kuwait,3.8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0
Kuwait,3.9.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0
Kuwait,3.9.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0
Kuwait,3.9.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0,0,0
Kuwait,3.9.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.8,1.7,1.6,0,0,0,0,0
Kuwait,3.9.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.2,0.5,0,0,0,0,0
Kuwait,3.9.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.2,2.4,2.2,0,0,0,0,0
Kuwait,3.c.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62,0,0,6.48,0,0,0,0,0
Kuwait,3.c.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0.6,0,0,0,0,0
Kuwait,3.c.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0.66,0,0,0,0,0
Kuwait,3.c.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,2.36,0,0,0,0,0
Kuwait,3.c.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77,0,0,10.1,0,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.9,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.6,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.3,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.8,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.9,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.9,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
Kuwait,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Kuwait,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.01,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.06,1.07,1.08,1.11,1.13,1.13,1.12,1.1,1.12,0
Kuwait,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,0.62,0.59,0.62,0.57,0.56,0.54,0.54,0.55,0.53,0.53,0.54,0.54,0.54,0.54,0.54,0.54,0.55,0.56,0.59,0.55,0
Kuwait,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,0.45,0.56,0.46,0.43,0.46,0.52,0.4,0.41,0.36,0.35,0.4,0.4,0.39,0.4,0.42,0.43,0.41,0.41,0.43,0.4,0
Kuwait,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,1.01,1.01,1.02,1.02,1.03,1.02,1.03,1.05,1.06,1.08,1.09,1.1,1.1,1.1,1.1,1.11,1.09,1.1,1.1,1.08,0
Kuwait,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,1.2,1.15,1.21,1.21,1.25,1.32,1.26,1.26,1.29,1.31,1.31,1.33,1.36,1.36,1.34,1.27,1.09,1.21,1.19,1.21,0
Kuwait,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,2.31,2.31,2.38,2.36,2.36,2.26,2.28,2.21,2.24,2.29,2.31,2.33,2.32,2.47,2.77,2.95,3.12,3.13,3.25,3.33,0
Kuwait,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,0.64,0.65,0.59,0.52,0.48,0.46,0.48,0.51,0.49,0.48,0.47,0.46,0.47,0.48,0.46,0.43,0.45,0.45,0.45,0.46,0
Kuwait,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.94,1.07,1.25,1.31,1.37,1.34,1.36,1.58,1.61,1.03,1.67,1.62,1.58,0,0
Kuwait,4.6.1,4,0,0,0,0,0,0,0,0,0,0,90.4,91.1,91.97,92.78,93.65,94.44,94.6,94.69,94.92,95.18,95.39,95.7,95.95,96.17,96.49,96.71,96.86,96.99,96.94,97.16,0,0
Kuwait,4.6.1,4,0,0,0,0,0,0,0,0,0,0,98.44,98.89,99.23,99.53,99.71,99.79,99.16,98.54,98.67,98.85,98.67,98.84,98.78,98.95,99.2,99.4,99.48,99.54,99.53,99.56,0,0
Kuwait,4.6.1,4,0,0,0,0,0,0,0,0,0,0,98.85,99.17,99.36,99.55,99.66,99.69,99.02,98.54,98.53,98.77,98.99,99.19,99.15,99.21,99.31,99.3,99.2,99.13,98.7,99,0,0
