Country name,indicator_code,sdg,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Algeria,4.3.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16314,0,0,0,0
Algeria,4.3.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11335,0,0,0,0
Algeria,4.3.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43156,0,0,0,0
Algeria,4.3.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28121,0,0,0,0
Algeria,4.3.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24192,0,0,0,0
Algeria,4.3.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3929,0,0,0,0
Algeria,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.91,0.91,0,0,0
Algeria,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.92,0.92,0,0,0
Algeria,4.5.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,1.31,1.15,0,0,0
Algeria,4.6.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.56,0,0,0
Algeria,5.2.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352,3514,2298,2514,2586,2662,2422,1876,0,0,0
Algeria,5.3.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
Algeria,5.3.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Algeria,5.5.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,31.6,0,0,0,0,29,0,0,0,0
Algeria,5.5.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,17,0,0,0,0,0,0,0,0,0
Algeria,5.5.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Algeria,5.6.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2,0,0,0,0,0,0,0,0
Algeria,5.6.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
Algeria,5.6.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
Algeria,5.c.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Algeria,6.1.1,6,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,92,0,0,94,0,0,0,98,0,0,0,0,0
Algeria,6.2.1,6,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,86,0,0,87,0,0,0,90,0,0,0,0,0
Algeria,7.1.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0
Algeria,7.1.2,7,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0
Algeria,7.2.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.13,0,0,0
Algeria,7.3.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,3.9,0,0,0,4.8,4.4,4.4,4.5,0,0,0,0
Algeria,8.3.1,8,0,0,0,0,0,0,0,0,0,0,0,33.5,0,35.8,41.5,41.3,45,43.8,44.1,44.6,45.6,40.7,37.7,37.4,0,0,0,0,0,0,0,0
Algeria,8.3.1,8,0,0,0,0,0,0,0,0,0,0,0,34.9,0,31,42.1,34.1,44.3,33.9,36.9,36.3,42.5,29.2,26.3,25.1,0,0,0,0,0,0,0,0
Algeria,8.3.1,8,0,0,0,0,0,0,0,0,0,0,0,33.3,0,36.6,41.4,42.7,45.1,45.9,45.5,46.2,46.2,43.2,40.3,40.2,0,0,0,0,0,0,0,0
Algeria,8.4.1,8,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,98.7,0,0,0,0,0,0,123.9,0,0,0,0
Algeria,8.4.1,8,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,2.99,0,0,0,0
Algeria,8.4.1,8,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0.61,0,0,0,0
Algeria,8.5.2,8,19.7,21.2,23.8,0,0,28.1,25.9,26.41,0,0,29.77,27.3,0,23.72,17.7,15.3,12.3,13.8,11.3,10.2,10,10,11,9.8,10.6,11.2,10.5,11.7,11.7,11.4,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,19.9566,0,16.46422,12.78054,10.45882,8.914584,9.984278,7.91749,7.248982,7.1,7.2,7.5,6.8,7.7,8,7.9,8.7,8.9,9.1,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,23.07,0,19.09,15.13,12.7,11.5,12.7,10.1,0,8.9,8.4,8.6,8.4,9.5,9.9,9.9,9,10.2,10.9,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,14.79,0,12.02,9,7.4,6.8,7.9,5.5,0,4.6,5.7,6.5,6,6.1,5.8,5.4,6.7,6,7.2,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,11.21,0,8.51,6.21,4.3,3.9,4.3,3,0,2.8,3.1,4.4,3.6,4.1,4.6,4.4,4.5,4.4,5.5,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,10.33,0,8.76,5.57,4.1,3.3,2.7,2.1,0,2,2.9,3.2,2.8,3,2.8,2.6,3.8,3.9,4.1,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,11.79,0,7.51,4.19,3.1,3.9,3.7,2.2,0,1.7,1.9,2.1,2.6,2.3,2.5,1.9,3.7,3.6,3.7,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,51.35,0,49.08,35.36,34.3,26.2,31.3,25.2,0,23.2,23.8,31.5,30,30,38.8,30.9,32.9,32.1,29.4,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,45.92,0,43.92,31.02,29.9,23.5,26.1,23.3,0,21,22.1,26.5,23.4,24.1,27.6,25.7,27.1,28.2,26.2,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,37.56,0,32.95,26.61,22.7,19.7,21,18,0,16.5,16,16,13.4,16.9,18.4,18.3,20.2,21.5,20.8,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,7.51,0,6.15,3.5,2.3,1.9,2.4,1.6,0,1.9,2.3,3.1,2.3,1.4,2.7,2.1,4.7,4.1,2.6,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,28.71,0,0,0,18.1,17.5,14.4,18.3,17.4,18.1,19.1,17.2,17,16.3,17.1,16.6,20,20.7,19.4,20.4,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,30.49,0,0,0,17.5,14.9,11.8,12.8,10.1,8.6,8.1,8.4,9.6,8.3,9.2,9.9,8.1,9.4,9.9,9.1,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,31.1,24.3,27.4,23.8,21.3,21.5,22.4,27.5,24.8,25.2,29.9,26.7,28.3,29.1,26.9,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,1072,1076,1062,1253,1175,1214,1337,1272,1440,1462,1449,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,752,729,738,888,804,859,954,792,926,988,920,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,320,348,324,365,371,355,384,479,513,474,529,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18.6,19.1,24.9,21.6,22.1,26.7,22.3,24.8,24.6,23.6,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6,37.4,38.1,39.2,39.7,41.6,45.3,49.9,45.7,51.3,45.1,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,2.5,3,2.7,2.7,3.6,2.6,2.6,3.1,3,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,6.3,8.3,6.7,7,7.7,6.8,7.9,7.1,6.8,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,12.6,13.3,11.1,12,13.4,10.6,12.2,12.2,11.8,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,8.6,9.7,9.7,9.7,10.1,9.5,11.3,11,10.6,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,15.2,14.6,14,15.4,14.1,16.7,17.8,17.8,17.4,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,9.2,8.1,8.6,9.8,7.7,0,9,8.7,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,14.4,12.3,12.7,13.4,13,0,13.7,13.5,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,15.2,14.3,16.4,14.1,17.7,0,18.5,18,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.4,5.5,3.7,1.4,3.8,0,3.7,5.5,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,12.5,9.7,8.2,5.5,7.1,0,7.1,11.3,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,18.7,17.3,16.1,17.8,19.4,0,18.9,20.3,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,16,15,14.8,19,0,18.3,19,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,20.5,19.2,21.8,20.5,24.5,0,23.6,23.9,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,13.1,12.5,10.6,11.7,12.3,0,13.3,14.6,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,18.3,17.9,17.4,16.9,21.3,0,19.1,20.7,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,20.5,19.1,22.1,20.2,24.7,0,23.5,23.9,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.7,2.2,2.6,3.9,2.4,0,3,2.5,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,7.9,6.4,6.9,7.9,6.7,0,7.1,6.4,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,12.7,10.4,11.6,12.9,9.7,0,11.6,11,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,7.9,7.9,8.3,8.8,7,0,9.2,8.4,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,9.8,9.4,9.9,8.5,9.3,0,12.2,10.7,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,8.7,7.5,8.4,9.6,7.1,0,8.5,8,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,13.1,10.7,11.4,12.3,10.5,0,12.2,11.5,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,10.4,9.7,10.9,8.2,10.2,0,13.1,11,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,30.49,28.84,0,23.94,17.9,14.8,12.8,14.2,0,0,10.6,10.6,11.7,10.6,11.4,11.9,12.9,11.3,0,0,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,28.71,25.1,0,23.41,17.2,16,11.5,13.1,0,0,8.7,8.7,9.4,8.1,8.9,9.7,9.4,8.7,0,0,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,17.4,16.5,17.1,15.9,19.5,0,0,0,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,15.9,15.7,17.2,18.8,21.8,0,0,0,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,10.2,9,10,10.7,8.9,0,0,0,0,0
Algeria,8.5.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,8.3,6.9,7.6,8.3,6.6,0,0,0,0,0
Algeria,8.6.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,33.1,28.3,26.2,0,0
Algeria,8.6.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,21.8,21.3,20.4,0,0
Algeria,8.6.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,49.8,35.8,32.1,0,0
Algeria,9.2.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Algeria,9.4.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.87,0,0,0,0,0,0
Algeria,9.c.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.7,0,0,0
Algeria,13.2.2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Algeria,14.2.1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,14.5.1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0
Algeria,15.1.1,15,0,0,0,0,0,0.6,0,0,0,0,0.62,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,15.1.2,15,0,0,0,0,0,0,0,0,0,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8,0,0,0
Algeria,15.1.2,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0
Algeria,15.6.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Algeria,15.7.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7050,6153,3490,0,0,0
Algeria,15.9.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Algeria,15.c.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7050,6153,3490,0,0,0
Algeria,16.1.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0
Algeria,16.9.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3,0,0,0,0,0,0,99.6,0,0,0,0,0,0,0,0
Algeria,17.8.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.25,106.46,120.32,0,0,0
Algeria,17.8.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,40,38.1,0,0,0
Algeria,17.8.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
Bahrain,1.1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0
Bahrain,1.1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0
Bahrain,1.1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0
Bahrain,1.2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0
Bahrain,1.2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0
Bahrain,1.2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0,0,0
